Date,Open,High,Low,Close,Adj Close,Volume
2008-12-01,6.730000019073486,6.739999771118164,5.980000019073486,6.03000020980835,5.217036247253418,8411400
2008-12-02,6.059999942779541,6.150000095367432,5.210000038146973,6.110000133514404,5.286250114440918,9877600
2008-12-03,5.929999828338623,6.550000190734863,5.820000171661377,6.53000020980835,5.649625778198242,8737700
2008-12-04,6.559999942779541,7.090000152587891,6.239999771118164,6.900000095367432,5.969742774963379,9851800
2008-12-05,6.809999942779541,7.349999904632568,6.5,7.349999904632568,6.359072208404541,7784300
2008-12-08,7.400000095367432,7.809999942779541,7.289999961853027,7.380000114440918,6.385026931762695,6796800
2008-12-09,7.340000152587891,7.730000019073486,7.25,7.320000171661377,6.333117485046387,5809600
2008-12-10,7.510000228881836,7.599999904632568,7.079999923706055,7.309999942779541,6.324466228485107,5015100
2008-12-11,7.159999847412109,7.440000057220459,6.909999847412109,6.960000038146973,6.021652698516846,4779300
2008-12-12,6.75,7.150000095367432,6.550000190734863,7.110000133514404,6.151429653167725,4367400
2008-12-15,7.150000095367432,7.320000171661377,6.800000190734863,6.909999847412109,5.978394031524658,3896000
2008-12-16,6.949999809265137,7.75,6.840000152587891,7.739999771118164,6.696494102478027,5580400
2008-12-17,7.75,8.119999885559082,7.510000228881836,7.909999847412109,6.843573570251465,7982800
2008-12-18,7.960000038146973,8.100000381469727,7.519999980926514,7.650000095367432,6.618627071380615,4198000
2008-12-19,7.699999809265137,8.199999809265137,7.489999771118164,8.100000381469727,7.007957935333252,7561900
2008-12-22,8.109999656677246,8.239999771118164,7.840000152587891,8.050000190734863,6.964698314666748,4317300
2008-12-23,8.199999809265137,8.229999542236328,7.840000152587891,7.900000095367432,6.834922790527344,2716600
2008-12-24,7.949999809265137,8.149999618530273,7.880000114440918,8.069999694824219,6.982001304626465,1106100
2008-12-26,8.100000381469727,8.350000381469727,8.079999923706055,8.199999809265137,7.094475746154785,2190900
2008-12-29,8.180000305175781,8.319999694824219,7.820000171661377,7.849999904632568,6.79166316986084,3661800
2008-12-30,7.900000095367432,8.5600004196167,7.900000095367432,8.550000190734863,7.3972883224487305,3098700
2008-12-31,8.5600004196167,9.0600004196167,8.529999732971191,8.760000228881836,7.5789794921875,3621900
2009-01-02,8.8100004196167,9.359999656677246,8.8100004196167,9.350000381469727,8.089428901672363,2810200
2009-01-05,9.300000190734863,9.319999694824219,8.100000381469727,8.789999961853027,7.604928016662598,13531400
2009-01-06,8.989999771118164,9.029999732971191,8.579999923706055,8.84000015258789,7.648189067840576,8047400
2009-01-07,8.699999809265137,8.779999732971191,8.180000305175781,8.260000228881836,7.146389484405518,7907000
2009-01-08,8.229999542236328,8.25,7.900000095367432,8.140000343322754,7.042564868927002,11354600
2009-01-09,8.170000076293945,8.680000305175781,8.0,8.449999809265137,7.310771942138672,7569500
2009-01-12,8.529999732971191,8.529999732971191,8.25,8.399999618530273,7.2675089836120605,5357900
2009-01-13,8.40999984741211,8.770000457763672,8.369999885559082,8.6899995803833,7.5184173583984375,5549300
2009-01-14,8.479999542236328,8.6899995803833,8.180000305175781,8.420000076293945,7.284812927246094,4764100
2009-01-15,8.369999885559082,8.579999923706055,8.079999923706055,8.489999771118164,7.345378875732422,6716200
2009-01-16,8.520000457763672,8.850000381469727,8.390000343322754,8.779999732971191,7.5962815284729,4275000
2009-01-20,8.649999618530273,8.869999885559082,8.140000343322754,8.270000457763672,7.155039310455322,5564400
2009-01-21,8.279999732971191,8.579999923706055,8.1899995803833,8.520000457763672,7.371334552764893,7159000
2009-01-22,8.229999542236328,8.6899995803833,8.140000343322754,8.520000457763672,7.371334552764893,6564500
2009-01-23,8.149999618530273,8.699999809265137,8.069999694824219,8.65999984741211,7.492461681365967,5641600
2009-01-26,8.65999984741211,9.670000076293945,8.65999984741211,8.90999984741211,7.708755016326904,8589100
2009-01-27,8.949999809265137,9.329999923706055,8.789999961853027,9.220000267028809,7.976956844329834,5348600
2009-01-28,9.5,9.510000228881836,9.130000114440918,9.260000228881836,8.011566162109375,4842000
2009-01-29,9.1899995803833,9.430000305175781,9.050000190734863,9.149999618530273,7.916397571563721,2962400
2009-01-30,9.130000114440918,9.260000228881836,8.760000228881836,8.850000381469727,7.656843185424805,5467600
2009-02-02,8.8100004196167,8.9399995803833,8.65999984741211,8.850000381469727,7.656843185424805,6035800
2009-02-03,9.020000457763672,9.279999732971191,8.739999771118164,9.210000038146973,7.968307018280029,5135900
2009-02-04,9.300000190734863,9.350000381469727,9.029999732971191,9.079999923706055,7.855836391448975,3983100
2009-02-05,9.029999732971191,9.510000228881836,9.0,9.430000305175781,8.158648490905762,5124600
2009-02-06,9.569999694824219,9.800000190734863,9.390000343322754,9.720000267028809,8.409551620483398,4608600
2009-02-09,9.65999984741211,9.9399995803833,9.390000343322754,9.449999809265137,8.175952911376953,5178700
2009-02-10,9.329999923706055,9.670000076293945,9.079999923706055,9.149999618530273,7.916397571563721,6345600
2009-02-11,9.229999542236328,9.359999656677246,8.970000267028809,9.079999923706055,7.855836391448975,5026900
2009-02-12,9.0600004196167,9.100000381469727,8.699999809265137,9.09000015258789,7.864486217498779,6477100
2009-02-13,9.020000457763672,9.140000343322754,8.600000381469727,8.800000190734863,7.613583564758301,4418900
2009-02-17,8.619999885559082,8.640000343322754,8.279999732971191,8.300000190734863,7.180994510650635,4140300
2009-02-18,8.279999732971191,8.289999961853027,7.960000038146973,8.180000305175781,7.077173233032227,3786700
2009-02-19,8.390000343322754,8.449999809265137,8.119999885559082,8.180000305175781,7.077173233032227,4989400
2009-02-20,8.010000228881836,8.1899995803833,7.519999980926514,7.75,6.705146789550781,5761500
2009-02-23,7.809999942779541,8.0,7.599999904632568,7.610000133514404,6.584020614624023,4265600
2009-02-24,7.699999809265137,8.279999732971191,7.599999904632568,8.199999809265137,7.094475746154785,4739500
2009-02-25,8.15999984741211,8.170000076293945,7.670000076293945,7.730000019073486,6.720623970031738,7776700
2009-02-26,7.920000076293945,8.229999542236328,7.78000020980835,8.010000228881836,6.9640631675720215,6525500
2009-02-27,7.960000038146973,8.710000038146973,7.900000095367432,8.430000305175781,7.329220294952393,9908400
