Date,Open,High,Low,Close,Adj Close,Volume
2008-12-01,42.0,43.2599983215332,40.380001068115234,40.470001220703125,40.470001220703125,11178900
2008-12-02,41.38999938964844,41.709999084472656,38.81999969482422,41.189998626708984,41.189998626708984,8713700
2008-12-03,40.15999984741211,45.880001068115234,40.04999923706055,45.209999084472656,45.209999084472656,15675600
2008-12-04,45.939998626708984,50.5,45.75,47.31999969482422,47.31999969482422,19782300
2008-12-05,45.88999938964844,48.4900016784668,43.29999923706055,48.2599983215332,48.2599983215332,14608800
2008-12-08,49.150001525878906,52.13999938964844,47.36000061035156,51.40999984741211,51.40999984741211,10940700
2008-12-09,49.810001373291016,54.47999954223633,49.70000076293945,51.25,51.25,13314800
2008-12-10,51.459999084472656,51.5,48.34000015258789,49.70000076293945,49.70000076293945,7753800
2008-12-11,49.33000183105469,50.4900016784668,48.16999816894531,48.25,48.25,7583600
2008-12-12,47.52000045776367,51.380001068115234,47.52000045776367,51.25,51.25,8664800
2008-12-15,50.650001525878906,50.95000076293945,48.150001525878906,48.849998474121094,48.849998474121094,7285400
2008-12-16,49.619998931884766,52.959999084472656,49.290000915527344,52.630001068115234,52.630001068115234,8862900
2008-12-17,52.2599983215332,54.77000045776367,51.529998779296875,53.18000030517578,53.18000030517578,9183100
2008-12-18,53.0,54.849998474121094,51.20000076293945,52.08000183105469,52.08000183105469,7518100
2008-12-19,51.59000015258789,52.9900016784668,50.91999816894531,51.560001373291016,51.560001373291016,10963200
2008-12-22,51.599998474121094,52.150001525878906,48.470001220703125,49.84000015258789,49.84000015258789,8925000
2008-12-23,50.119998931884766,51.61000061035156,50.119998931884766,51.08000183105469,51.08000183105469,5845400
2008-12-24,51.65999984741211,51.95000076293945,51.0099983215332,51.439998626708984,51.439998626708984,1645500
2008-12-26,53.790000915527344,53.95000076293945,51.54999923706055,51.779998779296875,51.779998779296875,6847300
2008-12-29,51.43000030517578,51.77000045776367,48.560001373291016,49.400001525878906,49.400001525878906,6507900
2008-12-30,49.5099983215332,51.209999084472656,48.7400016784668,50.7599983215332,50.7599983215332,6601300
2008-12-31,50.7400016784668,51.689998626708984,49.90999984741211,51.279998779296875,51.279998779296875,7792200
2009-01-02,51.349998474121094,54.529998779296875,51.06999969482422,54.36000061035156,54.36000061035156,7296400
2009-01-05,55.72999954223633,55.7400016784668,53.029998779296875,54.060001373291016,54.060001373291016,9509800
2009-01-06,54.54999923706055,58.220001220703125,53.75,57.36000061035156,57.36000061035156,11080100
2009-01-07,56.290000915527344,56.95000076293945,55.349998474121094,56.20000076293945,56.20000076293945,7942700
2009-01-08,54.9900016784668,57.31999969482422,54.58000183105469,57.15999984741211,57.15999984741211,6577900
2009-01-09,56.91999816894531,57.0,54.70000076293945,55.5099983215332,55.5099983215332,6684100
2009-01-12,54.119998931884766,54.29999923706055,50.869998931884766,51.91999816894531,51.91999816894531,9556300
2009-01-13,50.959999084472656,53.290000915527344,50.75,51.45000076293945,51.45000076293945,7883200
2009-01-14,50.099998474121094,50.099998474121094,48.13999938964844,48.4900016784668,48.4900016784668,10442600
2009-01-15,48.560001373291016,52.22999954223633,47.630001068115234,51.439998626708984,51.439998626708984,11617300
2009-01-16,51.79999923706055,52.33000183105469,49.529998779296875,51.59000015258789,51.59000015258789,8258200
2009-01-20,50.75,51.70000076293945,48.27000045776367,48.439998626708984,48.439998626708984,6767200
2009-01-21,49.310001373291016,50.689998626708984,48.25,50.540000915527344,50.540000915527344,5829500
2009-01-22,49.41999816894531,50.880001068115234,48.2599983215332,49.939998626708984,49.939998626708984,7133300
2009-01-23,48.900001525878906,51.41999816894531,48.45000076293945,50.630001068115234,50.630001068115234,5793300
2009-01-26,50.18000030517578,50.88999938964844,48.52000045776367,49.630001068115234,49.630001068115234,7155700
2009-01-27,49.29999923706055,50.41999816894531,47.720001220703125,48.439998626708984,48.439998626708984,8738200
2009-01-28,49.720001220703125,51.4900016784668,48.970001220703125,50.36000061035156,50.36000061035156,8056600
2009-01-29,49.959999084472656,51.849998474121094,49.13999938964844,50.0,50.0,17966800
2009-01-30,57.36000061035156,59.7400016784668,57.2400016784668,58.81999969482422,58.81999969482422,39783100
2009-02-02,58.56999969482422,62.0,58.130001068115234,61.150001525878906,61.150001525878906,19324300
2009-02-03,60.869998931884766,64.19999694824219,60.0,63.59000015258789,63.59000015258789,14694600
2009-02-04,63.380001068115234,63.439998626708984,60.83000183105469,61.060001373291016,61.060001373291016,13726300
2009-02-05,61.150001525878906,63.810001373291016,60.630001068115234,63.18000030517578,63.18000030517578,10169600
2009-02-06,63.18000030517578,67.0,63.18000030517578,66.55000305175781,66.55000305175781,12044900
2009-02-09,66.55999755859375,67.36000061035156,65.37999725341797,66.70999908447266,66.70999908447266,9437600
2009-02-10,66.1500015258789,67.2300033569336,63.06999969482422,63.310001373291016,63.310001373291016,10700600
2009-02-11,63.099998474121094,64.9000015258789,62.25,64.3499984741211,64.3499984741211,8347300
2009-02-12,63.25,64.25,61.709999084472656,63.959999084472656,63.959999084472656,8095500
2009-02-13,63.970001220703125,64.68000030517578,62.869998931884766,63.2599983215332,63.2599983215332,4130900
2009-02-17,61.66999816894531,62.650001525878906,61.18000030517578,61.66999816894531,61.66999816894531,7126100
2009-02-18,62.27000045776367,62.779998779296875,60.52000045776367,62.349998474121094,62.349998474121094,7366000
2009-02-19,62.84000015258789,64.18000030517578,61.66999816894531,61.95000076293945,61.95000076293945,6768900
2009-02-20,61.06999969482422,64.1500015258789,60.84000015258789,63.86000061035156,63.86000061035156,9354500
